CustomerID,Frequency,TotalUnits,TotalSpent,Recency,Cluster,PCA1,PCA2
12444.0,5,1153,5005.46,20,0,0.3772675235003322,-0.6134357382348475
12445.0,1,62,133.4,21,0,-0.33687541646588454,-0.6863766746496635
12446.0,1,351,1002.3099999999998,57,0,-0.31482082745431,-0.31554691762653436
12447.0,1,190,476.49,242,2,-0.727521745665592,1.3949414547150207
12448.0,1,243,449.4500000000001,43,0,-0.3371388079866795,-0.4648839381934809
12449.0,4,1553,4067.2900000000013,21,0,0.29549881291240326,-0.5884251379567004
12450.0,2,128,197.88,155,2,-0.5196885311998888,0.5501072519743594
12451.0,5,6575,9035.519999999999,10,0,1.3060105061521348,-0.3710854764084476
12452.0,2,185,430.57000000000005,16,0,-0.2279524849273919,-0.7418737513039719
12453.0,1,473,707.0899999999999,133,0,-0.46734155042775605,0.393377437563953
12454.0,1,1006,3528.34,55,0,-0.06579994982457249,-0.24324032498850826
12455.0,6,2089,2466.859999999997,72,0,0.2837783474411191,-0.1704714911220261
12456.0,3,1633,3181.039999999998,43,0,0.13856269616608377,-0.3796351368602536
12457.0,7,843,2363.2299999999996,65,0,0.20789590186231915,-0.31423103520307655
12458.0,2,506,947.4000000000001,70,0,-0.26037336714678433,-0.20998459278457826
12461.0,2,287,826.8800000000001,93,0,-0.33890104218529543,-0.007362092506805732
12462.0,2,536,1189.5900000000001,18,0,-0.13991464812408536,-0.6891003410561661
12463.0,4,776,1344.7799999999997,52,0,-0.037239487742727846,-0.3996376339130927
12464.0,8,112,1212.0499999999997,9,0,0.21851215788405323,-0.9198157234724835
12465.0,2,479,742.1900000000002,16,0,-0.17246783455491083,-0.7213578792015569
12468.0,2,366,729.54,187,2,-0.5182904276268748,0.8729571487550902
12471.0,30,8212,19824.049999999945,1,3,3.856744333311539,-0.6529943351392377
12472.0,7,4148,6572.110000000003,31,0,0.9443858200328543,-0.3841836786555238
12473.0,5,2439,3938.55,28,0,0.44323536431756194,-0.5089673712297522
12474.0,18,4847,7375.789999999998,16,0,1.8239822605497815,-0.70995398458483
12475.0,1,535,723.38,53,0,-0.3037835366734578,-0.3518464506421544
12476.0,11,2408,6816.420000000005,15,0,1.045392693722489,-0.6893514574789625
12477.0,6,3653,13219.73999999999,22,0,1.2793174099509041,-0.3040754749792212
12478.0,1,236,680.9900000000002,3,0,-0.2450379941551116,-0.8336258414055553
12479.0,1,385,527.2,10,0,-0.25117364025378525,-0.7654598267005452
12480.0,4,1707,3281.6300000000015,27,0,0.24997309661762065,-0.545024256661774
12481.0,10,3304,5596.320000000002,22,0,0.9920117277057435,-0.5935812679043254
12483.0,8,1110,2484.980000000001,16,0,0.4075555369611327,-0.7793739320688657
12484.0,6,2191,4541.720000000001,32,0,0.5110797032703793,-0.48887155975939506
12488.0,3,529,1298.6599999999999,9,0,-0.05110665995801592,-0.7923298084257822
12489.0,1,105,334.92999999999995,335,2,-0.9273236763133323,2.2576681536848158
12490.0,10,3064,5417.9299999999985,4,0,0.9866655905874068,-0.7768230352165846
12491.0,1,260,460.4000000000001,38,0,-0.3247034733208936,-0.5106429799422056
12492.0,2,192,263.21,62,0,-0.3274305132409003,-0.3154198118628689
12493.0,2,207,433.74,165,2,-0.5140787027229757,0.6529237163332303
12494.0,7,707,1246.1000000000006,15,0,0.21463761910042775,-0.8154922378258707
12497.0,1,1236,1043.1,81,0,-0.253869454165899,-0.05148444430687973
12498.0,3,159,403.7,20,0,-0.17562270329617805,-0.7276900620603923
12500.0,11,2678,4257.820000000001,22,0,0.8940371026642338,-0.6753953417729456
12501.0,1,1783,2169.3899999999994,336,2,-0.6088768959221382,2.3854987455462853
12502.0,5,820,3723.87,95,0,0.1073724282093761,0.041915180860479816
12504.0,2,90,482.04999999999995,17,0,-0.23772448021161485,-0.7353850258298413
12506.0,1,23,73.50000000000003,232,2,-0.754639184887427,1.2841574090782188
12507.0,3,894,1304.81,133,0,-0.24794307310053762,0.3836317784499719
12508.0,2,272,398.27000000000004,25,0,-0.23724725418354478,-0.6546956129901095
12509.0,1,55,176.5,283,2,-0.8429161956248127,1.7651581343808487
12510.0,2,353,982.57,142,2,-0.4157782585986303,0.457714903610696
12512.0,2,99,138.03000000000006,65,0,-0.35256458320041095,-0.2945053208616419
12513.0,1,462,612.2900000000001,112,0,-0.4342101806171665,0.19411734750936602
12514.0,1,440,1017.6800000000002,266,2,-0.7085569169708628,1.643717066551559
12515.0,1,131,383.7,352,2,-0.9539760464582647,2.4190268094042606
12516.0,2,875,1312.06,77,0,-0.2060640413639003,-0.11941073608551955
12517.0,5,1371,2502.8399999999983,27,0,0.22346899287170605,-0.6003603870977492
12518.0,5,1318,2056.8899999999994,0,0,0.23996571338136935,-0.866260253624389
12519.0,1,183,340.84,63,0,-0.39023273418096766,-0.28310227946082983
12520.0,5,1439,2634.26,78,0,0.14133998512702386,-0.11708836568556485
12521.0,1,309,599.6800000000001,142,2,-0.5113384623095428,0.4677629165137278
12522.0,2,194,192.72000000000003,38,0,-0.2853294594370673,-0.5415745579379773
12523.0,11,865,1789.7700000000007,18,0,0.5233882205159291,-0.8528409349071356
12524.0,8,3699,4485.719999999999,8,0,0.862351488512881,-0.6919295036379278
12526.0,3,632,1316.6600000000005,0,0,-0.020264178402104375,-0.8715842584573336
12527.0,3,234,348.71000000000004,81,0,-0.28868226706747313,-0.15518282325527372
12528.0,6,756,1933.4800000000007,8,0,0.21467010349196627,-0.8403989702646213
12530.0,4,913,1662.2799999999993,59,0,-0.013528323271867756,-0.3203373740562642
12531.0,1,45,125.22,14,0,-0.3258565291702771,-0.7527982967801944
12532.0,1,153,349.83,29,0,-0.32725543157621023,-0.6022262115799639
12534.0,1,651,1089.18,130,0,-0.4150986410009641,0.38252047755939744
12535.0,2,219,716.3500000000001,91,0,-0.35040708308947904,-0.031766604717696954
12536.0,3,2803,12601.830000000005,42,0,0.9040530106115015,-0.10500131323167375
12538.0,1,191,363.95,28,0,-0.31988015058683,-0.6095755836900397
12539.0,4,2067,5568.349999999995,21,0,0.45594512931271464,-0.5289049568253091
12540.0,17,6685,13400.23999999999,19,0,2.3705312920976036,-0.4313729023978358
12541.0,3,680,981.1800000000002,29,0,-0.09307513171001779,-0.6065221446112543
12544.0,1,136,372.7,35,0,-0.339386189174127,-0.5462765576945104
12545.0,2,523,1000.3899999999999,74,0,-0.2626017324488197,-0.17051692120423742
12546.0,2,633,1161.5,46,0,-0.18459095670782205,-0.423654554318598
12547.0,2,134,207.8,197,2,-0.5997665409210645,0.9434861300430671
12548.0,1,49,95.19999999999999,165,2,-0.6201943804886383,0.6591022621287207
12550.0,1,569,964.8299999999994,78,0,-0.3322190042801396,-0.11054068337416571
12551.0,1,100,168.0,357,2,-0.9816531105784676,2.459111590653892
12552.0,2,88,437.81999999999994,38,0,-0.2816189972037038,-0.5401300929646976
12553.0,10,1965,3692.280000000001,7,0,0.7362359213305903,-0.8393216423221329
12556.0,2,358,603.7099999999997,49,0,-0.25997567275271255,-0.4213692353668488
12557.0,5,4384,11990.96,15,0,1.2329730412044797,-0.34666561197113877
12558.0,1,196,269.96000000000004,7,0,-0.2848006041976733,-0.8081185956993577
12559.0,2,283,561.7099999999999,310,2,-0.7777745485798712,2.0157441528240305
12560.0,3,1110,2134.01,4,0,0.08280223851801312,-0.7931271193531829
12561.0,1,177,238.85,302,2,-0.8611793874971082,1.9497431377703316
12562.0,7,1779,3781.7400000000025,7,0,0.5253050656378295,-0.7809058474693845
12564.0,1,133,456.9000000000001,260,2,-0.7704760433833714,1.560347460008817
12565.0,1,80,145.92,288,2,-0.8516809807229172,1.812261380413926
12566.0,1,265,351.65000000000003,85,0,-0.42246904175477423,-0.073472395509363
12567.0,10,4305,9401.279999999993,22,0,1.3629717529683494,-0.45585948183975944
12569.0,32,1801,4124.69,1,0,2.185991650591233,-1.3634743111658905
12571.0,2,523,519.6099999999999,39,0,-0.2266268463665117,-0.5098021127996941
12572.0,2,452,1020.4200000000003,8,0,-0.14169195386212874,-0.7904851010594891
12573.0,1,84,160.54,226,2,-0.7300067682869154,1.2328431709290275
12574.0,1,61,218.45000000000002,315,2,-0.9014771424894925,2.0657882704624995
12576.0,5,967,1315.8299999999997,35,0,0.08136888455782262,-0.5724878040523241
12577.0,3,472,657.8000000000003,34,0,-0.14885341594947693,-0.5768117937388106
12578.0,2,1196,2794.5099999999993,20,0,0.04083057120665671,-0.601942539576731
12579.0,1,285,440.41999999999996,77,0,-0.3986979364124182,-0.1452382129987558
12580.0,1,238,415.7,246,2,-0.7336283495100595,1.43294537912052
12581.0,1,161,197.70999999999998,39,0,-0.35579262224374486,-0.5120992898831892
12582.0,2,300,511.3599999999999,238,2,-0.6394794881222151,1.3417443220368706
12583.0,15,5060,7281.379999999993,2,0,1.6752439720812329,-0.7696609430406797
12584.0,9,416,2338.1499999999996,3,0,0.405800306326114,-0.9562785942071009
12585.0,2,1279,2040.099999999999,233,2,-0.4124436443878121,1.3754364776102397
12586.0,1,79,196.94,16,0,-0.32095100901935303,-0.7308349396336572
12587.0,1,51,144.0,7,0,-0.3103257325847207,-0.8175510825286622
12588.0,1,53,214.9,38,0,-0.36550040304476916,-0.5257332474748434
12589.0,2,306,646.6800000000001,28,0,-0.22255847607132856,-0.6190078544621748
12590.0,2,4283,9864.260000000004,210,2,0.5069309404806638,1.4846872026305609
12591.0,1,228,452.84999999999985,316,2,-0.8680919371352301,2.0882154772791406
12592.0,2,290,437.59999999999997,91,0,-0.36049412926365687,-0.035568160978382606
12593.0,3,206,418.09999999999997,108,0,-0.3397523724691676,0.09787431425996274
12594.0,10,1777,3338.2199999999984,37,0,0.6323101277279473,-0.5756463817221995
12596.0,2,474,618.27,50,0,-0.2472142260561587,-0.4066014421621344
12597.0,4,2236,3811.2200000000016,18,0,0.36519630492574007,-0.5930661099718081
12598.0,8,1964,3023.079999999999,9,0,0.5579456892067407,-0.7943384088957418
12599.0,7,956,1032.5800000000006,28,0,0.20474420803403817,-0.6883224934384188
12600.0,10,774,2599.0400000000004,28,0,0.48196467925941283,-0.7218122635685091
12601.0,5,245,577.0600000000001,189,2,-0.351768544329143,0.8183162771012125
12602.0,1,162,153.12000000000003,58,0,-0.39547740855630237,-0.3354307620680749
12603.0,1,63,739.1999999999999,21,0,-0.2965653371892569,-0.6713490713381903
12604.0,2,201,254.17999999999995,78,0,-0.35799124826847406,-0.16558550522854226
12607.0,1,1228,1579.51,59,0,-0.17656617526372376,-0.24435540027119315
12609.0,3,648,1126.8500000000001,77,0,-0.18028134749335525,-0.15531647431140108
12610.0,5,1049,2099.540000000001,22,0,0.16828260594073294,-0.6711342161951165
12611.0,1,846,1193.32,51,0,-0.23190393088292371,-0.34538223222836717
12612.0,1,262,704.0400000000001,73,0,-0.3761745594804351,-0.17713614951494924
12613.0,5,1644,3344.3799999999983,56,0,0.25538771488947265,-0.2963833381918187
12614.0,1,76,315.59999999999997,277,2,-0.8195659622211158,1.713388955659662
12615.0,4,1376,2291.1900000000005,1,0,0.1954906876792489,-0.8271487299912337
12616.0,2,284,713.3,94,0,-0.34873089492591397,-0.0009480115994045035
12617.0,1,213,355.5300000000002,28,0,-0.31783392248275166,-0.6088254119973188
12618.0,1,96,177.31,21,0,-0.3299365372569908,-0.683809374662318
12619.0,9,3378,3641.2400000000002,15,0,0.8196908027864764,-0.6827582649907828
12620.0,3,1181,1339.4099999999999,14,0,0.019099190662841325,-0.7161468819879487
12621.0,20,7440,13689.67,1,0,2.708876123853533,-0.6240022846199086
12622.0,1,69,180.09999999999997,231,2,-0.7401811185886614,1.2794439865367482
12623.0,1,191,305.1,275,2,-0.8027679067040807,1.6994310476652403
12624.0,2,355,641.1300000000001,105,0,-0.3664436762751251,0.10325512327927325
12625.0,2,1612,2683.8199999999997,211,2,-0.2876457106726342,1.200075493782288
12626.0,9,3453,6620.479999999998,22,0,1.0126536179766439,-0.5403227757553128
12627.0,7,2752,4478.53,10,0,0.6809213117491311,-0.6932199976038882
12628.0,3,448,786.4599999999998,3,0,-0.08304382943469878,-0.8646520866460141
12630.0,2,548,1270.8799999999999,9,0,-0.11564781659065883,-0.7707537908881751
12631.0,1,236,640.5000000000002,56,0,-0.35050210196093723,-0.33886013082509775
12633.0,4,1162,2163.9799999999996,58,0,0.05117824479243401,-0.3064345388065221
12635.0,2,1172,1689.18,89,0,-0.16914904679027296,0.015105106075218595
12637.0,8,3002,6021.900000000001,66,0,0.7692687848186736,-0.1417604228181774
12638.0,1,577,671.69,32,0,-0.2615167192030084,-0.5477312892730305
12639.0,1,201,486.1,238,2,-0.7178249309173702,1.3582419759395736
12640.0,3,311,1174.58,23,0,-0.11229928497764588,-0.6739386804619928
12641.0,1,72,185.9,114,0,-0.5125542547170477,0.1852886566877845
12642.0,3,552,1013.26,24,0,-0.09640626950201776,-0.6580755052044137
12643.0,6,1808,3344.6400000000003,127,0,0.2020872119475064,0.35347335785881207
12644.0,1,325,477.9100000000001,129,0,-0.4923131799441568,0.34384478818979264
12645.0,4,1084,1775.1800000000005,33,0,0.06462810426339471,-0.5533017739513234
12646.0,2,897,1346.9700000000003,4,0,-0.05958120810451936,-0.8004379927092408
12647.0,12,1431,3722.820000000001,21,0,0.7777818770001341,-0.7737434965129459
12648.0,1,160,318.05,154,2,-0.5709355411710966,0.5665549584879481
12649.0,3,586,623.5099999999999,106,0,-0.2772531945265535,0.10080156773160055
12650.0,1,254,314.44,2,0,-0.2652862329810859,-0.851262123052743
12651.0,1,78,114.00000000000003,334,2,-0.9432388909496254,2.2416732464252553
12652.0,1,505,919.9799999999998,330,2,-0.831451701974786,2.242794545894368
12653.0,2,919,2209.8500000000004,148,2,-0.2789741224666988,0.5688533080135305
12654.0,5,264,601.98,10,0,-0.0007480884721991812,-0.8546231754412974
12656.0,5,1723,4051.170000000002,16,0,0.38920149310808133,-0.6496236584413022
12657.0,4,1044,1643.18,10,0,0.09573618790864889,-0.773453567144078
12658.0,1,320,686.0500000000001,18,0,-0.2638445522937766,-0.6895297363636926
12659.0,1,105,91.68,29,0,-0.3500656523461817,-0.6107025005603606
12660.0,1,127,245.10000000000002,10,0,-0.3004373083588181,-0.7836771949649173
12662.0,11,2058,3849.7799999999984,0,0,0.8362188132064065,-0.9182885108987563
12664.0,9,1203,4881.879999999999,7,0,0.6599893710710791,-0.8216590086172731
12665.0,1,37,63.0,324,2,-0.9320849320074394,2.145084642260882
12667.0,1,395,620.13,57,0,-0.33496677873270236,-0.32308300290104375
12668.0,4,1634,3807.150000000002,11,0,0.30722250575186016,-0.6848717184523869
12669.0,3,1115,2744.0300000000007,150,2,-0.15925786820254428,0.5878774544661326
12670.0,5,1397,2996.0500000000006,9,0,0.29417504024474345,-0.7554022551991945
12672.0,1,78,225.9,329,2,-0.9261188888314783,2.1976705236554626
12673.0,2,351,610.52,4,0,-0.1730885052187116,-0.8424401682951204
12674.0,4,1133,1970.6000000000006,38,0,0.07369889882720643,-0.49956301153374144
12676.0,6,670,1331.3900000000006,24,0,0.1335147027740809,-0.7093722811496437
12678.0,12,10923,17628.460000000003,41,0,2.7854395620301244,0.17080563497535498
12679.0,4,554,1113.0200000000002,58,0,-0.090536098383096,-0.3589169412988081
12680.0,4,443,862.81,0,0,-0.0078050617458150385,-0.9124791409155191
12681.0,22,7536,13787.54,14,0,2.831421746960408,-0.5386667981457888
12682.0,31,5575,12288.219999999998,3,3,3.1056236232367955,-0.9569964487624095
12683.0,15,4987,8476.569999999998,3,0,1.743956033820664,-0.7339249183980812
12684.0,7,1985,2283.6299999999997,7,0,0.4503041446330871,-0.8089861155676458
12685.0,6,1523,2863.0800000000004,27,0,0.33031393870828074,-0.6062635898368277
12686.0,1,107,89.14,371,2,-1.0132050995051214,2.588423374492848
12688.0,1,3028,4873.810000000005,113,0,0.15040066830773888,0.4206654673112735
12689.0,2,628,1247.61,25,0,-0.13874673600813564,-0.6181785711850226
12690.0,1,106,389.00999999999993,205,2,-0.6715208396050066,1.0430165893219294
12691.0,6,394,1035.8,27,0,0.07540718970559944,-0.7006451943021699
12693.0,4,255,855.9099999999997,126,0,-0.274862171268071,0.2577763018869403
12694.0,2,509,869.6699999999998,69,0,-0.26323593718016175,-0.22113059236208205
12695.0,4,220,582.1,6,0,-0.06446765244322164,-0.8730127574229286
12697.0,3,508,957.5899999999999,28,0,-0.11306620243795909,-0.6239529399543962
12700.0,4,2967,4939.990000000006,7,0,0.5479676662905838,-0.636195691345445
12701.0,2,678,797.7099999999999,79,0,-0.26739215378739745,-0.12200697144968288
12702.0,1,53,219.0,19,0,-0.328383515159864,-0.703359701837355
12703.0,1,164,283.54999999999995,70,0,-0.40985769913226855,-0.2198683592039397
12704.0,8,1006,2340.84,6,0,0.4050707948294596,-0.8810108966568123
12705.0,9,3997,6868.290000000003,14,0,1.1090190209439799,-0.5853266835155012
12707.0,1,256,603.42,291,2,-0.8063070383895229,1.8593070924040436
12708.0,10,1307,2712.9100000000008,29,0,0.5506885995557657,-0.6864214171153761
12709.0,15,3936,9736.519999999991,14,0,1.681775065810714,-0.6456528884786523
12710.0,3,851,1149.0200000000007,96,0,-0.19161968443459912,0.03180348648016815
12712.0,13,1062,4396.129999999999,28,0,0.8301353461310135,-0.7291219165446884
12713.0,1,508,848.5499999999998,0,0,-0.19589821454256254,-0.845693921321936
12714.0,5,3069,4708.859999999994,8,0,0.6077189701248237,-0.6495501783037297
12715.0,1,197,353.85999999999996,105,0,-0.4691578563897355,0.11070179656530865
12716.0,2,708,1053.4899999999996,3,0,-0.09949091524037149,-0.825284936375844
12717.0,2,506,1030.98,150,2,-0.4099645816862791,0.5404105524708929
12718.0,1,203,238.25000000000003,70,0,-0.4082454274506526,-0.21928977997719523
12719.0,2,374,644.9499999999999,4,0,-0.1680810003084515,-0.8405865667023225
12720.0,25,4672,5781.730000000001,2,0,2.179287320620964,-1.038011007893537
12721.0,6,1959,2656.130000000001,31,0,0.3604504839842047,-0.5549715313814654
12722.0,4,566,997.6299999999999,84,0,-0.14719009790333942,-0.11804169748239703
12723.0,5,434,725.0699999999998,3,0,0.041121115970983786,-0.9096512330504433
12724.0,4,445,1031.4099999999999,4,0,-0.004139340235724163,-0.8708054151304696
12725.0,1,164,427.79999999999995,370,2,-0.982048634387122,2.589929010534056
12726.0,7,3143,2609.1000000000004,27,0,0.5702232061879486,-0.5634053740625601
12727.0,7,2098,3980.7000000000003,10,0,0.5704577579334567,-0.7340251168795064
12728.0,4,419,836.3299999999999,70,0,-0.148147801323619,-0.2593927990339173
12729.0,1,233,453.0100000000001,113,0,-0.47383091728337035,0.18955533487429896
12731.0,12,8437,18895.910000000003,23,0,2.6100857484295443,-0.07452174210900335
12732.0,1,111,236.2600000000001,179,2,-0.6306436938503562,0.7962496991393385
12733.0,1,137,383.95,233,2,-0.722483781394324,1.3061567034954
12734.0,1,88,110.39999999999999,352,2,-0.9771993792213438,2.4103936218194892
12735.0,2,368,779.5699999999998,314,2,-0.7610132889922332,2.06225220208818
12736.0,1,173,234.00000000000003,332,2,-0.9201508862741142,2.230071860322273
12738.0,1,148,155.35,371,2,-1.0039579150464522,2.5918472057672792
12739.0,2,486,1013.0400000000001,77,0,-0.2719609687522987,-0.14375365040157936
12740.0,1,342,427.5999999999999,63,0,-0.36565068913400567,-0.27402946428219777
12743.0,2,319,546.4299999999997,133,0,-0.4312867216786327,0.3612591862585147
12744.0,7,5241,21279.289999999994,51,0,2.010760334976898,0.21428683448177774
12747.0,11,1275,4196.010000000001,1,0,0.7645411426531946,-0.9344822112300908
12748.0,209,25747,33719.730000000316,0,3,18.48242036268909,-3.3916688316969683
12749.0,5,1471,4090.880000000001,3,0,0.38720830832416003,-0.7812231668847894
12750.0,1,137,275.88,128,0,-0.5260372532260187,0.3213033613364803
12752.0,1,2262,4366.779999999999,80,0,0.09005941023118455,0.06606825045688997
12753.0,6,11421,21429.39,22,0,2.7437342644975633,0.23739896410600986
12754.0,3,6481,3010.74,235,2,0.32895152769607205,1.6233435670716654
12755.0,2,1491,3811.9499999999994,280,2,-0.36093190842968353,1.8681403812587716
12756.0,1,144,112.08000000000001,86,0,-0.4546291502919348,-0.07531528295326824
12757.0,13,2402,7857.099999999999,15,0,1.243621466246132,-0.7067431537651618
12758.0,2,2135,2791.590000000001,116,0,-0.034346941907142214,0.3368863858825978
12759.0,3,902,1531.4400000000007,51,0,-0.07294541317478144,-0.377450214711506
12762.0,2,1227,1898.5200000000004,7,0,0.010266421178496653,-0.7443569785233153
12763.0,2,316,494.08,137,0,-0.442871894327441,0.3972500427423861
12764.0,1,386,1693.8800000000003,316,2,-0.7670484876378196,2.1257947861286173
12766.0,7,3646,6989.629999999999,3,0,0.9669458382046118,-0.6576410950835991
12769.0,1,356,1143.6000000000001,238,2,-0.6558508667687891,1.3812573839000513
12770.0,1,743,1351.4499999999998,210,2,-0.541941689639157,1.1413433934007593
12772.0,1,556,892.4700000000004,59,0,-0.3017140697396686,-0.2906246698611041
12775.0,5,877,1386.0400000000004,16,0,0.11221561707367228,-0.752399942289207
12778.0,6,825,822.2300000000001,19,0,0.12778296766126693,-0.7619838808099662
12779.0,8,2024,3981.360000000003,37,0,0.5743290100431299,-0.5061073645692105
12781.0,2,671,826.7400000000001,63,0,-0.23526771819357117,-0.2712594617035707
12782.0,5,1086,2330.9200000000014,4,0,0.2229200212206166,-0.8321730484621809
12783.0,6,624,2225.91,1,0,0.23201663162561142,-0.9043952133408065
12784.0,2,300,574.42,8,0,-0.18927888682846683,-0.8081385092487253
